"13mt -- Vanhojen osakeasuntojen neliöhinnat ja kauppojen lukumäärät postinumeroalueittain, neljännesvuosittain, 2009Q1-2024Q2*"

"Vuosineljännes","Talotyyppi","Neliöhinta (EUR/m2) 00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Neliöhinta (EUR/m2) 00120  Punavuori - Bulevardi (Helsinki)","Neliöhinta (EUR/m2) 00130  Kaartinkaupunki (Helsinki)","Neliöhinta (EUR/m2) 00140  Kaivopuisto - Ullanlinna (Helsinki)","Neliöhinta (EUR/m2) 00150  Punavuori - Eira - Hernesaari (Helsinki)","Neliöhinta (EUR/m2) 00160  Katajanokka (Helsinki)","Neliöhinta (EUR/m2) 00170  Kruununhaka (Helsinki)","Neliöhinta (EUR/m2) 00180  Kamppi - Ruoholahti (Helsinki)","Neliöhinta (EUR/m2) 00190  Suomenlinna (Helsinki)","Neliöhinta (EUR/m2) 00200  Pohjois-Lauttasaari (Helsinki)","Neliöhinta (EUR/m2) 00210  Vattuniemi (Helsinki)","Neliöhinta (EUR/m2) 00220  Jätkäsaari (Helsinki)","Neliöhinta (EUR/m2) 00240  Länsi-Pasila (Helsinki)","Neliöhinta (EUR/m2) 00250  Taka-Töölö (Helsinki)","Neliöhinta (EUR/m2) 00260  Keski-Töölö (Helsinki)","Neliöhinta (EUR/m2) 00270  Pohjois-Meilahti (Helsinki)","Neliöhinta (EUR/m2) 00280  Ruskeasuo (Helsinki)","Neliöhinta (EUR/m2) 00290  Meilahden sairaala-alue (Helsinki)","Neliöhinta (EUR/m2) 00300  Pikku Huopalahti (Helsinki)","Neliöhinta (EUR/m2) 00310  Kivihaka (Helsinki)","Neliöhinta (EUR/m2) 00320  Etelä-Haaga (Helsinki)","Neliöhinta (EUR/m2) 00330  Munkkiniemi (Helsinki)","Neliöhinta (EUR/m2) 00340  Kuusisaari - Lehtisaari (Helsinki)","Neliöhinta (EUR/m2) 00350  Munkkivuori - Niemenmäki (Helsinki)","Neliöhinta (EUR/m2) 00360  Pajamäki (Helsinki)","Neliöhinta (EUR/m2) 00370  Reimarla (Helsinki)","Neliöhinta (EUR/m2) 00380  Pitäjänmäen yritysalue (Helsinki)","Neliöhinta (EUR/m2) 00390  Konala (Helsinki)","Neliöhinta (EUR/m2) 00400  Pohjois-Haaga (Helsinki)","Neliöhinta (EUR/m2) 00410  Malminkartano (Helsinki)","Neliöhinta (EUR/m2) 00420  Kannelmäki (Helsinki)","Neliöhinta (EUR/m2) 00430  Maununneva - Kuninkaantammi (Helsinki)","Neliöhinta (EUR/m2) 00440  Lassila (Helsinki)","Neliöhinta (EUR/m2) 00500  Sörnäinen - Harju (Helsinki)","Neliöhinta (EUR/m2) 00510  Alppila - Vallila (Helsinki)","Neliöhinta (EUR/m2) 00520  Itä- ja Keski-Pasila (Helsinki)","Neliöhinta (EUR/m2) 00530  Kallio (Helsinki)","Neliöhinta (EUR/m2) 00540  Kalasatama - Sompasaari (Helsinki)","Neliöhinta (EUR/m2) 00550  Vallila - Hermanni (Helsinki)","Neliöhinta (EUR/m2) 00560  Toukola - Kumpula - Vanhakaupunki (Helsinki)","Neliöhinta (EUR/m2) 00570  Kulosaari (Helsinki)","Neliöhinta (EUR/m2) 00580  Kalasatama - Kyläsaari (Helsinki)","Neliöhinta (EUR/m2) 00590  Kruunuvuorenranta (Helsinki)","Neliöhinta (EUR/m2) 00600  Koskela (Helsinki)","Neliöhinta (EUR/m2) 00610  Käpylä (Helsinki)","Neliöhinta (EUR/m2) 00620  Metsälä - Etelä-Oulunkylä (Helsinki)","Neliöhinta (EUR/m2) 00630  Maunula (Helsinki)","Neliöhinta (EUR/m2) 00640  Oulunkylä - Patola (Helsinki)","Neliöhinta (EUR/m2) 00650  Veräjämäki (Helsinki)","Neliöhinta (EUR/m2) 00660  Länsi-Pakila (Helsinki)","Neliöhinta (EUR/m2) 00670  Paloheinä (Helsinki)","Neliöhinta (EUR/m2) 00680  Itä-Pakila (Helsinki)","Neliöhinta (EUR/m2) 00690  Torpparinmäki (Helsinki)","Neliöhinta (EUR/m2) 00700  Malmi (Helsinki)","Neliöhinta (EUR/m2) 00710  Pihlajamäki - Viikinmäki (Helsinki)","Neliöhinta (EUR/m2) 00720  Pukinmäki (Helsinki)","Neliöhinta (EUR/m2) 00730  Tapanila (Helsinki)","Neliöhinta (EUR/m2) 00740  Siltamäki (Helsinki)","Neliöhinta (EUR/m2) 00750  Tapulikaupunki (Helsinki)","Neliöhinta (EUR/m2) 00760  Puistola - Heikinlaakso (Helsinki)","Neliöhinta (EUR/m2) 00770  Jakomäki - Alppikylä (Helsinki)","Neliöhinta (EUR/m2) 00780  Tapaninvainio (Helsinki)","Neliöhinta (EUR/m2) 00790  Viikki (Helsinki)","Neliöhinta (EUR/m2) 00800  Länsi-Herttoniemi (Helsinki)","Neliöhinta (EUR/m2) 00810  Herttoniemenranta (Helsinki)","Neliöhinta (EUR/m2) 00820  Roihuvuori (Helsinki)","Neliöhinta (EUR/m2) 00830  Tammisalo (Helsinki)","Neliöhinta (EUR/m2) 00840  Yliskylä (Helsinki)","Neliöhinta (EUR/m2) 00850  Jollas (Helsinki)","Neliöhinta (EUR/m2) 00870  Gunillanmäki - Hevossalmi (Helsinki)","Neliöhinta (EUR/m2) 00880  Keski-Herttoniemi - Roihupelto (Helsinki)","Neliöhinta (EUR/m2) 00890  Östersundom (Helsinki)","Neliöhinta (EUR/m2) 00900  Puotinharju (Helsinki)","Neliöhinta (EUR/m2) 00910  Puotila (Helsinki)","Neliöhinta (EUR/m2) 00920  Myllypuro (Helsinki)","Neliöhinta (EUR/m2) 00930  Itäkeskus - Marjaniemi (Helsinki)","Neliöhinta (EUR/m2) 00940  Kontula - Vesala - Kivikko (Helsinki)","Neliöhinta (EUR/m2) 00950  Vartioharju (Helsinki)","Neliöhinta (EUR/m2) 00960  Pohjois-Vuosaari (Helsinki)","Neliöhinta (EUR/m2) 00970  Mellunmäki (Helsinki)","Neliöhinta (EUR/m2) 00980  Etelä-Vuosaari (Helsinki)","Neliöhinta (EUR/m2) 00990  Aurinkolahti (Helsinki)"
"2020Q4","Kerrostalo kolmiot+",7296,8220,6997,9029,8747,7436,7428,8127,.,6489,7033,...,5591,6352,7467,5820,6033,.,...,...,4999,6450,...,4764,...,...,...,3635,4058,2631,2867,...,3535,6192,6127,5592,6272,...,...,5803,5480,...,...,...,5485,4470,2976,4027,...,...,.,...,.,...,2672,2982,...,2575,2450,...,1610,...,4400,5182,5237,3946,...,3621,...,2285,.,.,2653,2969,2736,2733,2288,...,2620,1920,3327,4600
"2021Q1","Kerrostalo kolmiot+",8221,9110,...,9701,10680,8405,7752,7642,.,6767,7027,...,5169,6952,7564,6381,5399,.,...,...,5163,6379,4824,4810,...,3085,...,3737,3966,2553,2878,...,3723,5831,6269,5080,6020,...,6114,6081,6335,...,...,...,5631,...,4067,4174,...,...,.,.,.,3048,2845,3146,...,2444,...,...,1718,3239,4724,4900,5476,3764,.,3504,...,2658,.,.,2762,3102,2705,2941,2407,...,2696,2260,3055,4880
"2021Q2","Kerrostalo kolmiot+",8053,8676,...,9541,9847,8195,7829,7776,.,7005,7229,...,5833,7012,7523,6278,6422,.,...,...,5546,6816,...,5399,...,2898,...,3757,4122,...,3289,...,4300,...,6290,6040,6779,...,...,6312,6792,...,...,...,5909,4455,3204,4077,...,...,.,.,.,3104,2623,2964,3336,2170,...,...,1618,...,4437,...,5334,4263,.,3284,...,3356,.,.,2811,3568,2864,...,2429,3898,2750,2227,3253,4894
"2021Q3","Kerrostalo kolmiot+",7438,8961,9556,9666,11366,7931,8125,7715,.,7031,7089,...,5959,6992,7156,5906,6815,.,...,...,5004,6646,5038,5271,...,3071,...,3794,4455,2634,3516,...,3578,5723,6358,5779,6565,...,5805,6187,...,...,5438,3761,5943,4508,3616,3744,...,.,.,...,.,3376,2989,3030,3373,2183,...,...,...,...,4825,5389,5767,4143,.,3977,.,...,.,.,...,3601,2981,3812,2250,...,2672,2239,3660,4879
"2021Q4","Kerrostalo kolmiot+",8451,8978,...,10847,9696,7717,8062,7905,.,7127,7015,...,5311,7149,7690,6441,...,.,...,...,5654,7105,...,5405,...,3453,...,3462,4536,2463,3012,...,3828,6210,7068,5495,6394,...,6087,6530,6174,...,...,...,5967,...,3897,3861,...,...,.,.,...,2566,2294,3217,...,2413,2148,...,...,2804,...,5216,5262,4376,.,3931,.,...,.,.,2891,3464,3048,...,2357,...,2822,2268,3421,5081
"2022Q1","Kerrostalo kolmiot+",8210,7695,...,10846,9364,7880,7897,8150,...,7191,6602,...,5559,6922,7507,6730,6149,.,...,...,4990,7447,...,5623,...,...,5504,3425,4184,2660,3200,...,3740,6347,6685,5674,6716,...,6334,6820,6284,7607,...,...,5755,...,4422,3873,...,.,.,...,.,2915,2532,3260,...,2413,...,.,2401,...,4742,5408,5976,4211,...,4207,.,3156,.,.,...,3593,2749,...,2386,...,2898,2553,3224,4878
"2022Q2","Kerrostalo kolmiot+",8332,8587,...,9923,9182,8870,8280,7946,.,7486,7498,...,5429,7294,7350,6907,...,.,5449,...,5554,7366,...,5778,...,...,...,4152,4595,2718,3166,...,3551,...,6943,6215,6422,...,...,6380,6183,...,...,...,5936,4929,3562,3561,3467,.,.,.,.,2890,2725,3256,...,...,...,.,1820,...,4638,5926,5871,4592,...,4503,.,...,.,.,2762,3423,3069,...,2445,...,2597,3226,3168,5025
"2022Q3","Kerrostalo kolmiot+",7772,8442,...,9979,10065,8155,8115,8723,.,6977,7205,...,5169,6994,...,...,...,.,...,...,5615,7827,...,5329,...,...,...,3805,4795,2544,2723,...,3974,...,7137,5493,6099,...,...,6194,5866,7379,...,...,5605,...,...,3847,...,...,.,.,.,3341,2649,3061,...,...,...,...,...,...,...,...,6077,4339,...,3822,...,3082,.,.,3221,3730,3114,...,2362,...,2602,2816,3117,5025
"2022Q4","Kerrostalo kolmiot+",7714,...,...,9661,9883,...,7875,7308,.,6879,6722,...,5189,6286,8912,6584,...,.,...,.,...,6546,...,5462,...,...,5213,...,4367,...,3006,...,...,...,...,5523,6105,...,...,6175,...,...,...,...,5321,...,3517,3903,...,...,.,...,.,2504,2767,2939,...,...,...,...,...,...,4524,...,...,...,.,3997,...,...,.,.,...,...,2806,...,2372,...,...,2272,3455,4420
"2023Q1","Kerrostalo kolmiot+",7915,8599,...,10165,...,...,7651,7808,.,6897,7525,...,...,6799,7592,6356,...,.,...,...,5217,6730,...,5253,...,...,...,...,4586,2599,3135,...,3513,...,6337,5484,5814,...,...,5586,5408,...,...,...,...,...,...,3588,...,...,.,.,.,2636,2860,3121,...,2424,...,.,...,...,4038,5322,5442,4380,...,4012,...,...,.,.,...,3174,3036,2513,2408,.,2577,2551,3092,4765
"2023Q2","Kerrostalo kolmiot+",7805,7737,...,9761,9175,6259,7079,7501,.,6616,6435,...,4911,6618,6280,5989,...,.,...,...,4956,6595,.,4915,...,...,...,...,4615,.,2556,...,...,...,6529,5773,5900,...,...,5901,...,...,...,...,4960,...,3780,...,...,...,.,.,.,...,2512,2897,...,2654,...,...,...,...,4336,...,5126,3892,.,3294,.,...,.,.,2605,3572,2932,...,2444,...,...,2110,3080,4819
"2023Q3","Kerrostalo kolmiot+",7276,...,9218,11816,8340,9678,7221,7376,...,6816,6157,...,5044,6712,7682,5485,...,.,...,...,5151,6744,...,5065,...,...,...,...,4290,2693,2321,...,3391,...,...,5457,5782,...,...,6910,...,7218,...,...,...,...,3794,3359,...,...,.,.,.,2712,2665,2948,...,2257,...,...,...,...,4617,...,5373,4077,...,3374,...,...,.,.,...,3056,2761,...,1915,...,...,2409,3355,4505
"2023Q4","Kerrostalo kolmiot+",7216,8132,...,7549,7873,...,7027,7499,.,6508,6821,...,4836,6391,7551,5823,5455,...,...,...,4805,7061,...,4681,...,...,...,...,4353,2421,2849,4151,3123,...,6061,5673,6099,...,...,5133,...,...,...,...,4721,...,4113,3560,...,...,.,.,.,2406,2326,2999,...,2265,...,...,...,...,4017,5214,5462,4007,.,3454,...,...,.,.,...,3299,2552,1885,2154,.,2372,2364,2908,4198
"2024Q1*","Kerrostalo kolmiot+",7316,9547,...,9316,9930,...,6676,6682,.,6264,6875,...,4955,6043,7704,5267,...,.,...,...,4879,6416,...,4582,...,...,...,...,4174,...,2735,...,...,...,5902,...,5549,...,...,...,4476,7943,...,...,5482,4053,3446,3192,...,.,.,...,.,2643,2019,3031,...,...,...,.,...,...,...,...,...,4145,.,3308,.,...,...,.,...,2783,2903,...,2398,...,...,2113,2198,4529
"2024Q2*","Kerrostalo kolmiot+",7549,8215,...,8751,8390,7856,8029,6406,.,6017,6790,...,5353,6700,7668,5356,...,.,...,...,4867,6221,...,4873,...,3164,5156,...,4328,...,2954,...,...,...,6165,5301,6537,...,5711,...,5912,...,...,...,5267,4090,3477,...,...,.,.,...,.,...,2151,2710,...,...,...,.,.,...,...,5018,4898,3498,...,3476,.,...,...,.,2449,3210,2553,...,2049,...,...,...,2712,4244
