price,size,piperepair_plug,pipe_repair,sq_price,area,year_built,room_num,sqprice_adjusted
249000.0,43.0,450.0,2011,5790.7, Harju,1961.0,2,6240.7
358000.0,67.0,1012.5,1996,5343.28, Meilahti,1946.0,3,6355.78
209000.0,70.0,187.5,2018,2985.71, Vuosaari,1968.0,3,3173.21
136000.0,55.0,225.0,2017,2472.73, Kontula,1967.0,2,2697.73
249000.0,85.0,0.0,2025,2929.41, Puistola,1975.0,3,2929.41
249000.0,57.0,562.5,2008,4368.42, Pajamäki,1958.0,2,4930.92
199000.0,47.0,0.0,2051,4234.04, Vuosaari,2001.0,2,4234.04
589000.0,76.0,1687.5,1978,7750.0, Etu-Töölö,1928.0,3,9437.5
334000.0,85.0,0.0,2032,3929.41, Tapaninkylä,1982.0,3,3929.41
138000.0,60.0,0.0,2041,2300.0, Tapulikaupunki,1991.0,2,2300.0
449000.0,95.0,0.0,2065,4726.32, Pukinmäki,2015.0,y,4726.32
525000.0,76.0,1275.0,1989,6907.89, Etu-Töölö,1939.0,2,8182.89
268000.0,40.0,1312.5,1988,6700.0, Etu-Töölö,1938.0,2,8012.5
299000.0,55.0,0.0,2023,5436.36, Kallio,1973.0,2,5436.36
225000.0,70.0,0.0,2040,3214.29, Laajasalo,1990.0,3,3214.29
379000.0,52.0,0.0,2069,7288.46, Vallila,2019.0,2,7288.46
132000.0,59.0,0.0,2031,2237.29, Vuosaari,1981.0,,2237.29
600000.0,67.0,0.0,2064,8955.22, Lauttasaari,2014.0,3,8955.22
269000.0,71.0,0.0,2037,3788.73, Tapaninvainio,1987.0,3,3788.73
279000.0,37.0,0.0,2070,7540.54, Vallila,2020.0,2,7540.54
139000.0,53.0,262.5,2016,2622.64, Kontula,1966.0,2,2885.14
262000.0,50.0,1762.5,1976,5240.0, Alppiharju/Kallio,1926.0,1,7002.5
278000.0,57.0,525.0,2009,4877.19, Alppiharju,1959.0,2,5402.19
269612.0,52.0,0.0,2074,5184.85, Kuninkaantammi,2024.0,2,5184.85
300390.0,46.0,0.0,2073,6530.22, Haaga,2023.0,2,6530.22
639000.0,73.0,1200.0,1991,8753.42, Ullanlinna,1941.0,3,9953.42
229000.0,55.0,0.0,2063,4163.64, Malmi,2013.0,2,4163.64
308000.0,51.0,1350.0,1987,6039.22, Munkkiniemi,1937.0,2,7389.22
179000.0,55.0,0.0,2034,3254.55, Lassila,1984.0,2,3254.55
520000.0,65.0,1350.0,1987,8000.0, Ullanlinna,1937.0,3,9350.0
294000.0,80.0,0.0,2032,3675.0, Tapaninvainio,1982.0,3,3675.0
318000.0,45.0,1425.0,1985,7066.67, Töölö,1935.0,2,8491.67
149000.0,72.0,150.0,2019,2069.44, Mellunkylä,1969.0,3,2219.44
249000.0,40.0,1125.0,1993,6225.0, Käpylä,1943.0,2,7350.0
770000.0,94.0,1762.5,1976,8191.49, Etu-Töölö,1926.0,3,9953.99
228000.0,82.0,0.0,2035,2780.49, Tapanila,1985.0,3,2780.49
197000.0,60.0,487.5,2010,3283.33, Kannelmäki,1960.0,3,3770.83
442330.0,76.0,0.0,2073,5820.13, Verkkosaari,2023.0,3,5820.13
189000.0,54.0,0.0,2034,3500.0, Lassila,1984.0,2,3500.0
249000.0,86.0,0.0,2032,2895.35, Pukinmäki,1982.0,3,2895.35
209000.0,58.0,0.0,2067,3603.45, Myllypuro,2017.0,2,3603.45
188000.0,74.0,0.0,2025,2540.54, Puistola/Suurmetsä,1975.0,3,2540.54
249000.0,74.0,0.0,2024,3364.86, Itä-Pasila,1974.0,3,3364.86
208000.0,56.0,0.0,2036,3714.29, Malmi,1986.0,2,3714.29
225000.0,42.0,1200.0,1991,5357.14, Meilahti,1941.0,2,6557.14
309000.0,54.0,450.0,2011,5722.22, Etelä-Haaga,1961.0,2,6172.22
286000.0,72.0,0.0,2071,3972.22, Alppikylä,2021.0,3,3972.22
178000.0,77.0,75.0,2021,2311.69, Pihlajisto,1971.0,3,2386.69
739000.0,60.0,2587.5,1954,12316.67, Hietalahti,1904.0,2,14904.17
162000.0,42.0,75.0,2021,3857.14, Vuosaari,1971.0,2,3932.14
279000.0,57.0,262.5,2016,4894.74, Oulunkylä,1966.0,3,5157.24
209000.0,40.0,1200.0,1991,5225.0, Taka-Töölö,1941.0,2,6425.0
285000.0,79.0,0.0,2068,3607.59, Kuninkaantammi,2018.0,3,3607.59
235000.0,60.0,450.0,2011,3916.67, Tammisalo,1961.0,3,4366.67
319000.0,59.0,0.0,2045,5406.78, Ruoholahti,1995.0,2,5406.78
280000.0,45.0,525.0,2009,6222.22, Hermanni,1959.0,2,6747.22
187000.0,59.0,112.5,2020,3169.49, Mellunmäki,1970.0,2,3281.99
269000.0,47.0,1425.0,1985,5723.4, Sörnäinen,1935.0,2,7148.4
942000.0,98.0,2475.0,1957,9612.24, Ullanlinna,1907.0,3,12087.24
12750.0,11.0,2250.0,1963,1159.09, Punavuori,1913.0,3,3409.09
795000.0,11.0,3675.0,1925,72272.73, Punavuori,1875.0,3,75947.73
250985.0,37.0,0.0,2073,6783.38, Verkkosaari,2023.0,2,6783.38
318000.0,78.0,0.0,2031,4076.92, Pitäjänmäki,1981.0,3,4076.92
17431.0,80.0,0.0,2042,217.89, Malminkartano,1992.0,3,217.89
19508.0,80.0,0.0,2043,243.85, Vuosaari,1993.0,3,243.85
17975.0,60.0,0.0,2044,299.58, Sörnäinen,1994.0,2,299.58
50252.0,81.0,0.0,2066,620.4, Laajasalo,2016.0,3,620.4
545000.0,70.0,0.0,2063,7785.71, Kalasatama,2013.0,2,7785.71
840000.0,91.0,0.0,2074,9230.77, Lauttasaari,2024.0,3,9230.77
348000.0,48.0,1312.5,1988,7250.0, Kallio,1938.0,2,8562.5
387000.0,76.0,0.0,2058,5092.11, Herttoniemi,2008.0,3,5092.11
219000.0,67.0,450.0,2011,3268.66, Puotila,1961.0,3,3718.66
329000.0,72.0,600.0,2007,4569.44, Herttoniemi,1957.0,3,5169.44
175000.0,49.0,0.0,2041,3571.43, Meri-Rastila,1991.0,2,3571.43
209000.0,75.0,0.0,2029,2786.67, Tapanila,1979.0,3,2786.67
235000.0,44.0,600.0,2007,5340.91, Hermanni,1957.0,2,5940.91
249000.0,53.0,0.0,2061,4698.11, Tapanila,2011.0,2,4698.11
425000.0,48.0,0.0,2070,8854.17, Pasila,2020.0,2,8854.17
258000.0,49.0,37.5,2022,5265.31, Lauttasaari,1972.0,2,5302.81
170000.0,57.0,412.5,2012,2982.46, Puotila,1962.0,2,3394.96
23007.0,77.0,0.0,2047,298.79, Huopalahti,1997.0,3,298.79
249000.0,76.0,187.5,2018,3276.32, Kontula,1968.0,3,3463.82
329000.0,64.0,150.0,2019,5140.62, Toukola,1969.0,3,5290.62
226880.0,50.0,0.0,2075,4537.6, Mellunmäki,2025.0,2,4537.6
285000.0,45.0,1687.5,1978,6333.33, Kumpula,1928.0,1,8020.83
469645.0,61.0,0.0,2072,7699.1, Pasila,2022.0,2,7699.1
349000.0,75.0,0.0,2035,4653.33, Paloheinä,1985.0,3,4653.33
480385.0,71.0,0.0,2072,6765.99, Pasila,2022.0,3,6765.99
21168.0,59.0,0.0,2046,358.78, Vuosaari,1996.0,2,358.78
554500.0,78.0,0.0,2076,7108.97, Kruunuvuorenranta,2026.0,3,7108.97
359000.0,45.0,300.0,2015,7977.78, Munkkiniemi,1965.0,2,8277.779999999999
385000.0,77.0,0.0,2071,5000.0, Aurinkolahti,2021.0,3,5000.0
415000.0,54.0,2512.5,1956,7685.19, Kamppi,1906.0,2,10197.689999999999
650000.0,79.0,2212.5,1964,8227.85, Eira,1914.0,2,10440.35
220000.0,60.0,375.0,2013,3666.67, Konala,1963.0,3,4041.67
399200.0,63.0,0.0,2074,6336.51, Oulunkylä,2024.0,3,6336.51
585000.0,80.0,1725.0,1977,7312.5, Etu-Töölö,1927.0,2,9037.5
239000.0,40.0,0.0,2073,5975.0, Aurinkolahti,2023.0,2,5975.0
159000.0,45.0,0.0,2044,3533.33, Kallahti,1994.0,2,3533.33
845000.0,79.0,0.0,2070,10696.2, Kalasatama,2020.0,3,10696.2
315000.0,60.0,1050.0,1995,5250.0, Meilahti,1945.0,2,6300.0
499000.0,53.0,0.0,2070,9415.09, Sompasaari,2020.0,2,9415.09
189000.0,67.0,300.0,2015,2820.9, Puotinharju,1965.0,3,3120.9
219000.0,58.0,150.0,2019,3775.86, Laajasalo,1969.0,2,3925.86
289000.0,55.0,0.0,2066,5254.55, Jätkäsaari,2016.0,2,5254.55
29609.0,56.0,0.0,2049,528.73, Sörnäinen,1999.0,2,528.73
32950.0,53.0,0.0,2074,621.7, Pasila,2024.0,2,621.7
18213.0,59.0,0.0,2044,308.69, Sörnäinen,1994.0,2,308.69
36023.0,80.0,0.0,2049,450.29, Sörnäinen,1999.0,3,450.29
38220.0,80.0,0.0,2049,477.75, Sörnäinen,1999.0,3,477.75
27583.0,77.0,0.0,2049,358.22, Viikki,1999.0,3,358.22
246000.0,57.0,412.5,2012,4315.79, Kivihaka,1962.0,2,4728.29
198000.0,68.0,187.5,2018,2911.76, Konala,1968.0,3,3099.26
286650.0,45.0,0.0,2073,6370.0, Pasila,2023.0,2,6370.0
365925.0,59.0,0.0,2073,6202.12, Pasila,2023.0,2,6202.12
335000.0,43.0,0.0,2074,7790.7, Kalasatama,2024.0,2,7790.7
220000.0,70.0,0.0,2033,3142.86, Mellunkylä,1983.0,3,3142.86
329000.0,46.0,2325.0,1961,7152.17, Kamppi,1911.0,2,9477.17
243977.0,38.0,412.5,2012,6420.45, Alppila,1962.0,2,6832.95
319000.0,62.0,1687.5,1978,5145.16, Kamppi,1928.0,2,6832.66
390000.0,46.0,1762.5,1976,8478.26, Ullanlinna,1926.0,,10240.76
659000.0,87.0,1350.0,1987,7574.71, Töölö,1937.0,3,8924.71
139000.0,48.0,0.0,2035,2895.83, Itäkeskus,1985.0,2,2895.83
365000.0,34.0,450.0,2011,10735.29, Kallio,1961.0,2,11185.29
643000.0,87.0,0.0,2046,7390.8, Ruoholahti,1996.0,3,7390.8
216000.0,73.0,337.5,2014,2958.9, Myllypuro,1964.0,3,3296.4
240000.0,56.0,675.0,2005,4285.71, Pohjois-Haaga,1955.0,2,4960.71
179000.0,70.0,0.0,2035,2557.14, Malminkartano,1985.0,3,2557.14
153000.0,67.0,112.5,2020,2283.58, Siltamäki,1970.0,,2396.08
259000.0,71.0,0.0,2035,3647.89, Vesala,1985.0,3,3647.89
328000.0,58.0,0.0,2066,5655.17, Aurinkolahti,2016.0,,5655.17
492000.0,56.0,0.0,2074,8785.71, Kalasatama,2024.0,2,8785.71
625000.0,71.0,0.0,2074,8802.82, Kalasatama,2024.0,3,8802.82
259000.0,72.0,0.0,2048,3597.22, Tapaninkylä,1998.0,3,3597.22
319000.0,67.0,0.0,2069,4761.19, Pitäjänmäki,2019.0,3,4761.19
348000.0,43.0,1050.0,1995,8093.02, Taka-Töölö,1945.0,1,9143.02
85000.0,47.0,0.0,2026,1808.51, Tapulikaupunki,1976.0,2,1808.51
184900.0,48.0,0.0,2051,3852.08, Vuosaari,2001.0,2,3852.08
439000.0,64.0,0.0,2029,6859.38, Kamppi,1979.0,3,6859.38
378000.0,45.0,1725.0,1977,8400.0, Etu-Töölö,1927.0,2,10125.0
269000.0,53.0,712.5,2004,5075.47, Etelä-Haaga,1954.0,2,5787.97
345000.0,44.0,1650.0,1979,7840.91, Kamppi,1929.0,o,9490.91
417000.0,71.0,1687.5,1978,5873.24, Sörnäinen,1928.0,3,7560.74
520000.0,93.0,2737.5,1950,5591.4, Eira,1900.0,3,8328.9
520000.0,74.0,2512.5,1956,7027.03, Katajanokka,1906.0,3,9539.529999999999
327000.0,39.0,0.0,2068,8384.62, Vallila,2018.0,2,8384.62
189500.0,76.0,0.0,2049,2493.42, Kivikko,1999.0,3,2493.42
300000.0,50.0,0.0,2073,6000.0, Pohjois-Pasila,2023.0,2,6000.0
258500.0,47.0,0.0,2073,5500.0, Pohjois-Pasila,2023.0,2,5500.0
479465.0,75.0,0.0,2073,6392.87, Haaga,2023.0,3,6392.87
239000.0,38.0,0.0,2071,6289.47, Etelä-Haaga,2021.0,1,6289.47
595000.0,73.0,0.0,2070,8150.68, Lauttasaari,2020.0,3,8150.68
179000.0,58.0,0.0,2040,3086.21, Tapaninvainio,1990.0,2,3086.21
275000.0,60.0,0.0,2036,4583.33, Pasila,1986.0,2,4583.33
310000.0,43.0,0.0,2070,7209.3, Kalasatama,2020.0,2,7209.3
199000.0,66.0,450.0,2011,3015.15, Puotila,1961.0,3,3465.15
316000.0,75.0,0.0,2073,4213.33, Postipuisto,2023.0,3,4213.33
279000.0,55.0,0.0,2062,5072.73, Aurinkolahti,2012.0,2,5072.73
185000.0,57.0,0.0,2048,3245.61, Itäkeskus,1998.0,2,3245.61
225000.0,52.0,0.0,2065,4326.92, Oulunkylä,2015.0,2,4326.92
205000.0,52.0,0.0,2069,3942.31, Malminkartano,2019.0,2,3942.31
249000.0,40.0,1725.0,1977,6225.0, Vallila,1927.0,,7950.0
279000.0,49.0,1425.0,1985,5693.88, Kamppi,1935.0,2,7118.88
192000.0,49.0,0.0,2069,3918.37, Tankovainio,2019.0,2,3918.37
450000.0,75.0,1687.5,1978,6000.0, Kallio,1928.0,2,7687.5
497000.0,75.0,0.0,2061,6626.67, Alppila,2011.0,3,6626.67
45087.0,74.0,0.0,2060,609.28, Vuosaari,2010.0,3,609.28
46588.0,72.0,0.0,2060,647.06, Mellunkylä,2010.0,3,647.06
679000.0,83.0,1350.0,1987,8180.72, Ullanlinna,1937.0,2,9530.720000000001
295000.0,52.0,0.0,2064,5673.08, Hermanni,2014.0,2,5673.08
269000.0,56.0,37.5,2022,4803.57, Kallio,1972.0,2,4841.07
54397.0,83.0,0.0,2063,655.39, Vesala,2013.0,3,655.39
519000.0,70.0,2587.5,1954,7414.29, Kruununhaka,1904.0,3,10001.79
269000.0,49.0,562.5,2008,5489.8, Alppiharju,1958.0,2,6052.3
315000.0,43.0,1387.5,1986,7325.58, Taka-Töölö,1936.0,1,8713.08
175000.0,75.0,0.0,2033,2333.33, Kurkimäki,1983.0,3,2333.33
195000.0,46.0,562.5,2008,4239.13, Munkkivuori,1958.0,2,4801.63
322000.0,70.0,300.0,2015,4600.0, Oulunkylä,1965.0,3,4900.0
129000.0,72.0,0.0,2033,1791.67, Tapulikaupunki,1983.0,3,1791.67
265000.0,51.0,337.5,2014,5196.08, Ruskeasuo,1964.0,2,5533.58
179000.0,42.0,0.0,2045,4261.9, Pitäjänmäki,1995.0,2,4261.9
149000.0,51.0,0.0,2051,2921.57, Kivikko,2001.0,2,2921.57
572300.0,59.0,0.0,2074,9700.0, Kallio,2024.0,3,9700.0
42649.0,63.0,0.0,2064,676.97, Vuosaari,2014.0,2,676.97
19812.0,50.0,0.0,2048,396.24, Vuosaari,1998.0,2,396.24
265000.0,51.0,0.0,2030,5196.08, Lauttasaari,1980.0,2,5196.08
475000.0,67.0,1612.5,1980,7089.55, Punavuori,1930.0,2,8702.05
350000.0,58.0,0.0,2051,6034.48, Arabianranta,2001.0,2,6034.48
189000.0,54.0,0.0,2050,3500.0, Kannelmäki,2000.0,2,3500.0
297000.0,46.0,787.5,2002,6456.52, Lauttasaari,1952.0,2,7244.02
262000.0,66.0,0.0,2067,3969.7, Siltamäki,2017.0,3,3969.7
310000.0,38.0,1425.0,1985,8157.89, Töölö,1935.0,2,9582.89
162000.0,47.0,450.0,2011,3446.81, Puotila,1961.0,2,3896.81
19550.0,97.0,2887.5,1946,201.55, Kaartinkaupunki,1896.0,1,3089.05
243000.0,56.0,0.0,2070,4339.29, Roihuvuori,2020.0,2,4339.29
284000.0,60.0,300.0,2015,4733.33, Oulunkylä,1965.0,3,5033.33
630000.0,56.0,2325.0,1961,11250.0, Katajanokka,1911.0,2,13575.0
215000.0,55.0,0.0,2025,3909.09, Pasila,1975.0,2,3909.09
489860.0,75.0,0.0,2073,6531.47, Haaga,2023.0,3,6531.47
358000.0,58.0,0.0,2064,6172.41, Arabianranta,2014.0,2,6172.41
165000.0,69.0,0.0,2031,2391.3, Kannelmäki,1981.0,3,2391.3
228000.0,36.0,1387.5,1986,6333.33, Sörnäinen,1936.0,2,7720.83
250000.0,80.0,0.0,2036,3125.0, Tapaninvainio,1986.0,3,3125.0
258700.0,59.0,0.0,2043,4384.75, Pikku-Huopalahti,1993.0,2,4384.75
222000.0,60.0,487.5,2010,3700.0, Kannelmäki,1960.0,2,4187.5
315000.0,54.0,637.5,2006,5833.33, Kallio,1956.0,2,6470.83
309000.0,72.0,0.0,2069,4291.67, Honkasuo,2019.0,3,4291.67
210000.0,47.0,0.0,2039,4468.09, Vuosaari,1989.0,2,4468.09
298000.0,46.0,0.0,2072,6478.26, Pasila,2022.0,2,6478.26
184000.0,72.0,37.5,2022,2555.56, Pukinmäki,1972.0,3,2593.06
165000.0,59.0,0.0,2035,2796.61, Malminkartano,1985.0,2,2796.61
295000.0,45.0,0.0,2071,6555.56, Koskela,2021.0,2,6555.56
575000.0,57.0,0.0,2050,10087.72, Taka-Töölö,2000.0,2,10087.72
340000.0,60.0,375.0,2013,5666.67, Etelä-Haaga,1963.0,3,6041.67
630000.0,69.0,1837.5,1974,9130.43, Kruununhaka,1924.0,3,10967.93
740000.0,75.0,2400.0,1959,9866.67, Ullanlinna,1909.0,2,12266.67
449000.0,47.0,1612.5,1980,9553.19, Eira,1930.0,1,11165.69
272000.0,71.0,150.0,2019,3830.99, Laajasalo,1969.0,3,3980.99
364000.0,71.0,0.0,2034,5126.76, Alppila,1984.0,3,5126.76
250000.0,53.0,1650.0,1979,4716.98, Kallio,1929.0,2,6366.98
189000.0,40.0,0.0,2038,4725.0, Puistola,1988.0,a,4725.0
685000.0,93.0,787.5,2002,7365.59, Taka-Töölö,1952.0,3,8153.09
940000.0,10.0,0.0,2063,94000.0, Eira,2013.0,3,94000.0
499000.0,62.0,2287.5,1962,8048.39, Kruununhaka,1912.0,2,10335.89
279000.0,75.0,0.0,2050,3720.0, Vartiokylä,2000.0,3,3720.0
599000.0,88.0,1350.0,1987,6806.82, Töölö,1937.0,3,8156.82
255000.0,69.0,0.0,2034,3695.65, Lassila,1984.0,3,3695.65
11800.0,12.0,2587.5,1954,983.33, Punavuori,1904.0,3,3570.83
380000.0,10.0,0.0,2058,38000.0, Aurinkolahti,2008.0,3,38000.0
249000.0,70.0,0.0,2027,3557.14, Tapaninvainio,1977.0,2,3557.14
59874.0,97.0,0.0,2065,617.26, Oulunkylä,2015.0,3,617.26
357500.0,70.0,0.0,2074,5107.14, Haaga,2024.0,3,5107.14
285000.0,53.0,337.5,2014,5377.36, Etelä-Haaga,1964.0,2,5714.86
448000.0,10.0,1687.5,1978,44800.0, Vallila,1928.0,3,46487.5
338000.0,49.0,712.5,2004,6897.96, Taka-Töölö,1954.0,2,7610.46
489000.0,72.0,1275.0,1989,6791.67, Kamppi,1939.0,2,8066.67
290000.0,71.0,0.0,2052,4084.51, Maununneva,2002.0,3,4084.51
24130.0,67.0,0.0,2045,360.15, Herttoniemenranta,1995.0,3,360.15
398000.0,58.0,0.0,2072,6862.07, Arabianranta,2022.0,3,6862.07
189500.0,41.0,0.0,2065,4621.95, Mellunkylä,2015.0,2,4621.95
215000.0,34.0,0.0,2071,6323.53, Viikinmäki,2021.0,2,6323.53
179000.0,66.0,300.0,2015,2712.12, Pihlajamäki,1965.0,2,3012.12
138000.0,59.0,0.0,2038,2338.98, Malmi,1988.0,2,2338.98
148000.0,62.0,0.0,2038,2387.1, Vesala,1988.0,2,2387.1
21549.0,56.0,0.0,2048,384.8, Huopalahti,1998.0,2,384.8
548000.0,64.0,1387.5,1986,8562.5, Kaartinkaupunki,1936.0,3,9950.0
426000.0,47.0,1687.5,1978,9063.83, Ullanlinna,1928.0,2,10751.33
215000.0,56.0,0.0,2036,3839.29, Vartiokylä,1986.0,2,3839.29
601700.0,81.0,675.0,2005,7428.4, Lauttasaari,1955.0,3,8103.4
585000.0,85.0,1312.5,1988,6882.35, Meilahti,1938.0,3,8194.85
24199.0,74.0,0.0,2045,327.01, Herttoniemenranta,1995.0,3,327.01
394000.0,54.0,412.5,2012,7296.3, Lauttasaari,1962.0,3,7708.8
399000.0,70.0,0.0,2043,5700.0, Ruoholahti,1993.0,3,5700.0
288000.0,46.0,375.0,2013,6260.87, Lauttasaari,1963.0,2,6635.87
319000.0,59.0,562.5,2008,5406.78, Etelä-Haaga,1958.0,3,5969.28
170880.0,35.0,0.0,2075,4882.29, Mellunmäki,2025.0,2,4882.29
338300.0,75.0,0.0,2073,4510.67, Aurinkolahti,2023.0,3,4510.67
165000.0,69.0,225.0,2017,2391.3, Malmi,1967.0,3,2616.3
371700.0,62.0,0.0,2074,5995.16, Kruunuvuorenranta,2024.0,3,5995.16
410700.0,56.0,0.0,2072,7333.93, Arabianranta,2022.0,2,7333.93
259000.0,37.0,1012.5,1996,7000.0, Meilahti,1946.0,2,8012.5
462000.0,60.0,375.0,2013,7700.0, Punavuori,1963.0,2,8075.0
459000.0,53.0,2625.0,1953,8660.38, Katajanokka,1903.0,2,11285.38
645000.0,50.0,0.0,2071,12900.0, Telakkaranta,2021.0,2,12900.0
285000.0,72.0,0.0,2066,3958.33, Pihlajamäki,2016.0,3,3958.33
278000.0,74.0,0.0,2038,3756.76, Vartiokylä,1988.0,3,3756.76
373900.0,57.0,0.0,2065,6559.65, Konepaja,2015.0,2,6559.65
434000.0,64.0,0.0,2074,6781.25, Oulunkylä,2024.0,3,6781.25
218000.0,42.0,1200.0,1991,5190.48, Taka-Töölö,1941.0,2,6390.48
305000.0,71.0,0.0,2045,4295.77, Herttoniemenranta,1995.0,3,4295.77
272000.0,41.0,1275.0,1989,6634.15, Kallio,1939.0,H,7909.15
369000.0,65.0,0.0,2058,5676.92, Viikinranta,2008.0,3,5676.92
366000.0,48.0,2175.0,1965,7625.0, Etu-Töölö,1915.0,1,9800.0
149000.0,44.0,0.0,2028,3386.36, Kivihaka,1978.0,2,3386.36
378100.0,57.0,0.0,2073,6633.33, Länsi-Pakila,2023.0,3,6633.33
298000.0,49.0,0.0,2029,6081.63, Kulosaari,1979.0,2,6081.63
194000.0,42.0,0.0,2069,4619.05, Kuninkaantammi,2019.0,2,4619.05
379000.0,54.0,637.5,2006,7018.52, Kamppi,1956.0,2,7656.02
339000.0,53.0,0.0,2070,6396.23, Jätkäsaari,2020.0,2,6396.23
258000.0,71.0,0.0,2050,3633.8, Kannelmäki,2000.0,3,3633.8
714000.0,11.0,0.0,2058,64909.09, Herttoniemenranta,2008.0,3,64909.09
138000.0,52.0,0.0,2026,2653.85, Laajasalo,1976.0,2,2653.85
169000.0,73.0,0.0,2032,2315.07, Malmi,1982.0,3,2315.07
339000.0,73.0,0.0,2050,4643.84, Mellunkylä,2000.0,3,4643.84
467000.0,85.0,0.0,2071,5494.12, Yliskylä,2021.0,3,5494.12
647000.0,82.0,2737.5,1950,7890.24, Eira,1900.0,3,10627.74
315000.0,57.0,825.0,2001,5526.32, Munkkiniemi,1951.0,2,6351.32
294900.0,68.0,0.0,2072,4336.76, Pasila,2022.0,3,4336.76
165000.0,63.0,262.5,2016,2619.05, Myllypuro,1966.0,3,2881.55
212000.0,32.0,0.0,2072,6625.0, Ilmala,2022.0,2,6625.0
394000.0,56.0,600.0,2007,7035.71, Lauttasaari,1957.0,3,7635.71
327000.0,72.0,0.0,2028,4541.67, Pasila,1978.0,3,4541.67
199000.0,62.0,0.0,2049,3209.68, Marjaniemi,1999.0,2,3209.68
179000.0,75.0,262.5,2016,2386.67, Kontula,1966.0,3,2649.17
31808.0,50.0,0.0,2070,636.16, Kuninkaantammi,2020.0,2,636.16
32658.0,75.0,0.0,2051,435.44, Kivikko,2001.0,3,435.44
339000.0,52.0,787.5,2002,6519.23, Munkkiniemi,1952.0,2,7306.73
649000.0,36.0,2887.5,1946,18027.78, Kamppi,1896.0,2,20915.28
175000.0,57.0,0.0,2035,3070.18, Malminkartano,1985.0,2,3070.18
425000.0,63.0,0.0,2029,6746.03, Kamppi,1979.0,3,6746.03
195000.0,56.0,0.0,2039,3482.14, Jakomäki-Alppikylä,1989.0,2,3482.14
318000.0,58.0,450.0,2011,5482.76, Kallio,1961.0,2,5932.76
474000.0,60.0,0.0,2024,7900.0, Kluuvi,1974.0,2,7900.0
69000.0,50.0,75.0,2021,1380.0, Suurmetsä,1971.0,2,1455.0
52615.0,65.0,0.0,2072,809.46, Laajasalo,2022.0,3,809.46
128000.0,56.0,187.5,2018,2285.71, Kontula,1968.0,2,2473.21
330000.0,57.0,0.0,2069,5789.47, Laajasalo,2019.0,2,5789.47
489000.0,80.0,1725.0,1977,6112.5, Kumpula,1927.0,3,7837.5
360000.0,73.0,0.0,2027,4931.51, Lauttasaari,1977.0,3,4931.51
239000.0,33.0,1687.5,1978,7242.42, Kallio,1928.0,2,8929.92
187000.0,74.0,0.0,2038,2527.03, Kurkimäki,1988.0,3,2527.03
25916.0,71.0,0.0,2047,365.01, Herttoniemenranta,1997.0,3,365.01
573000.0,83.0,0.0,2032,6903.61, Punavuori,1982.0,3,6903.61
215000.0,54.0,300.0,2015,3981.48, Oulunkylä,1965.0,2,4281.48
379000.0,90.0,0.0,2036,4211.11, Kallio,1986.0,3,4211.11
134000.0,63.0,0.0,2023,2126.98, Siltamäki,1973.0,2,2126.98
19011.0,53.0,0.0,2046,358.7, Vuosaari,1996.0,2,358.7
240000.0,96.0,0.0,2042,2500.0, Vartiokylä/Mellunkylä,1992.0,3,2500.0
396150.0,56.0,0.0,2073,7074.11, Länsi-Pakila,2023.0,3,7074.11
319000.0,81.0,0.0,2058,3938.27, Tapaninvainio,2008.0,3,3938.27
21073.0,49.0,0.0,2051,430.06, Kivikko,2001.0,2,430.06
330000.0,92.0,0.0,2036,3586.96, Tapaninkylä,1986.0,3,3586.96
598000.0,74.0,1275.0,1989,8081.08, Alppiharju,1939.0,3,9356.08
345000.0,43.0,0.0,2072,8023.26, Herttoniemi,2022.0,2,8023.26
126000.0,32.0,0.0,2035,3937.5, Kannelmäki,1985.0,2,3937.5
169000.0,53.0,337.5,2014,3188.68, Puotinharju,1964.0,2,3526.18
212000.0,74.0,112.5,2020,2864.86, Pihlajisto,1970.0,3,2977.36
224000.0,67.0,450.0,2011,3343.28, Puotila,1961.0,3,3793.28
298000.0,45.0,375.0,2013,6622.22, Lauttasaari,1963.0,2,6997.22
618000.0,76.0,1275.0,1989,8131.58, Alppiharju,1939.0,2,9406.58
408000.0,74.0,675.0,2005,5513.51, Töölö,1955.0,3,6188.51
293342.0,65.0,0.0,2060,4512.95, Haaga,2010.0,3,4512.95
142000.0,45.0,300.0,2015,3155.56, Myllypuro,1965.0,2,3455.56
448000.0,55.0,2287.5,1962,8145.45, Etu-Töölö,1912.0,1,10432.95
497000.0,64.0,0.0,2051,7765.62, Lauttasaari,2001.0,2,7765.62
245000.0,46.0,0.0,2023,5326.09, Lauttasaari,1973.0,2,5326.09
429130.0,49.0,1687.5,1978,8757.76, Ullanlinna,1928.0,2,10445.26
218000.0,42.0,562.5,2008,5190.48, Pajamäki,1958.0,2,5752.98
459000.0,50.0,3112.5,1940,9180.0, Kruununhaka,1890.0,2,12292.5
199000.0,57.0,0.0,2041,3491.23, Roihuvuori,1991.0,2,3491.23
199000.0,70.0,225.0,2017,2842.86, Vuosaari,1967.0,3,3067.86
475000.0,86.0,150.0,2019,5523.26, Lauttasaari,1969.0,3,5673.26
255450.0,65.0,412.5,2012,3930.0, Puotila,1962.0,3,4342.5
249000.0,72.0,262.5,2016,3458.33, Laajasalo,1966.0,3,3720.83
292000.0,45.0,375.0,2013,6488.89, Lauttasaari,1963.0,2,6863.89
